paper_id,title,year,venue,doi,url,type,publisher,seed_query,tag,query_hits,queries
670,Task-motion Planning via Tree-based Q-learning Approach for Robotic Object Displacement in Cluttered Spaces,2021,"Proceedings of the 18th International Conference on Informatics in Control, Automation and Robotics",10.5220/0010542601300137,https://doi.org/10.5220/0010542601300137,proceedings-article,SCITEPRESS - Science and Technology Publications,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
671,Task-motion Planning via Tree-based Q-learning Approach for Robotic Object Displacement in Cluttered Spaces,2021,"Proceedings of the 18th International Conference on Informatics in Control, Automation and Robotics",10.5220/0010542600002994,https://doi.org/10.5220/0010542600002994,proceedings-article,SCITEPRESS - Science and Technology Publications,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
672,Observability and Euler Equation of Motion of the Fluid,2021,Observability and Mathematics,10.1201/9781003175902-8,https://doi.org/10.1201/9781003175902-8,book-chapter,Chapman and Hall/CRC,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
673,MPTP: Motion-planning-aware task planning for navigation in belief space,2021,Robotics and Autonomous Systems,10.1016/j.robot.2021.103786,https://doi.org/10.1016/j.robot.2021.103786,journal-article,Elsevier BV,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
674,Automated pairing manipulation of biological cells with a robot-tweezers manipulation system,2021,Autonomous Robot-Aided Optical Manipulation for Biological Cells,10.1016/b978-0-12-823449-5.00010-1,https://doi.org/10.1016/b978-0-12-823449-5.00010-1,book-chapter,Elsevier,goal occlusion robot manipulation,robotics,2,goal occlusion robot manipulation; object permanence robot manipulation
675,Modeling of robot-tweezers manipulation of biological cells,2021,Autonomous Robot-Aided Optical Manipulation for Biological Cells,10.1016/b978-0-12-823449-5.00007-1,https://doi.org/10.1016/b978-0-12-823449-5.00007-1,book-chapter,Elsevier,goal occlusion robot manipulation,robotics,2,goal occlusion robot manipulation; object permanence robot manipulation
676,Cell biopsy using robot-aided optical manipulation of cell reorientation technique,2021,Autonomous Robot-Aided Optical Manipulation for Biological Cells,10.1016/b978-0-12-823449-5.00008-3,https://doi.org/10.1016/b978-0-12-823449-5.00008-3,book-chapter,Elsevier,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
677,Autonomous Robot-Aided Optical Manipulation for Biological Cells,2021,,10.1016/c2020-0-00283-5,https://doi.org/10.1016/c2020-0-00283-5,edited-book,Elsevier,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
678,Toward next-generation learned robot manipulation,2021,Science Robotics,10.1126/scirobotics.abd9461,https://doi.org/10.1126/scirobotics.abd9461,journal-article,American Association for the Advancement of Science (AAAS),goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
679,Copyright,2021,Autonomous Robot-Aided Optical Manipulation for Biological Cells,10.1016/b978-0-12-823449-5.09997-4,https://doi.org/10.1016/b978-0-12-823449-5.09997-4,book-chapter,Elsevier,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
680,Integrating optical tweezers with other manipulation platforms,2021,Autonomous Robot-Aided Optical Manipulation for Biological Cells,10.1016/b978-0-12-823449-5.00009-5,https://doi.org/10.1016/b978-0-12-823449-5.00009-5,book-chapter,Elsevier,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
681,Index,2021,Autonomous Robot-Aided Optical Manipulation for Biological Cells,10.1016/b978-0-12-823449-5.09993-7,https://doi.org/10.1016/b978-0-12-823449-5.09993-7,book-chapter,Elsevier,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
682,Front Matter,2021,Autonomous Robot-Aided Optical Manipulation for Biological Cells,10.1016/b978-0-12-823449-5.09995-0,https://doi.org/10.1016/b978-0-12-823449-5.09995-0,book-chapter,Elsevier,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
683,Manipulation of biological cells using optical tweezers: Challenges and solutions,2021,Autonomous Robot-Aided Optical Manipulation for Biological Cells,10.1016/b978-0-12-823449-5.00004-6,https://doi.org/10.1016/b978-0-12-823449-5.00004-6,book-chapter,Elsevier,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
684,Stable control framework for cell transportation using robot-aided optical tweezers,2021,Autonomous Robot-Aided Optical Manipulation for Biological Cells,10.1016/b978-0-12-823449-5.00006-x,https://doi.org/10.1016/b978-0-12-823449-5.00006-x,book-chapter,Elsevier,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
685,"Manipulation for self-Identification, and self-Identification for better manipulation",2021,Science Robotics,10.1126/scirobotics.abe1321,https://doi.org/10.1126/scirobotics.abe1321,journal-article,American Association for the Advancement of Science (AAAS),goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
686,Characterizing Continuous Manipulation Families for Dexterous Soft Robot Hands,2021,Frontiers in Robotics and AI,10.3389/frobt.2021.645290,https://doi.org/10.3389/frobt.2021.645290,journal-article,Frontiers Media SA,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
687,Automated in-vivo transportation control of biological cells using robot-aided optical tweezers,2021,Autonomous Robot-Aided Optical Manipulation for Biological Cells,10.1016/b978-0-12-823449-5.00011-3,https://doi.org/10.1016/b978-0-12-823449-5.00011-3,book-chapter,Elsevier,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
688,Leveraging Human Perception in Robot Grasping and Manipulation Through Crowdsourcing and Gamification,2021,Frontiers in Robotics and AI,10.3389/frobt.2021.652760,https://doi.org/10.3389/frobt.2021.652760,journal-article,Frontiers Media SA,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
689,The relevance of signal timing in human-robot collaborative manipulation,2021,Science Robotics,10.1126/scirobotics.abg1308,https://doi.org/10.1126/scirobotics.abg1308,journal-article,American Association for the Advancement of Science (AAAS),goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
690,"Review for ""ACTION AFFORDANCE AFFECTS PROXIMAL AND DISTAL GOAL‐ORIENTED PLANNING""",2021,,10.1111/ejn.15963/v1/review2,https://doi.org/10.1111/ejn.15963/v1/review2,peer-review,Wiley,disappearing goal planning,robotics,1,disappearing goal planning
691,"Review for ""ACTION AFFORDANCE AFFECTS PROXIMAL AND DISTAL GOAL‐ORIENTED PLANNING""",2021,,10.1111/ejn.15963/v1/review1,https://doi.org/10.1111/ejn.15963/v1/review1,peer-review,Wiley,disappearing goal planning,robotics,1,disappearing goal planning
692,When and how does anger during goal pursuit relate to goal achievement? : The roles of persistence and action planning,2021,,10.20378/irb-49213,https://doi.org/10.20378/irb-49213,posted-content,Universitatsbibliothek Bamberg,disappearing goal planning,robotics,1,disappearing goal planning
693,Goal planning,2021,CPD in the Built Environment,10.1201/9780429353062-5,https://doi.org/10.1201/9780429353062-5,book-chapter,Routledge,disappearing goal planning,robotics,1,disappearing goal planning
694,"Decision letter for ""ACTION AFFORDANCE AFFECTS PROXIMAL AND DISTAL GOAL‐ORIENTED PLANNING""",2021,,10.1111/ejn.15963/v1/decision1,https://doi.org/10.1111/ejn.15963/v1/decision1,peer-review,Wiley,disappearing goal planning,robotics,1,disappearing goal planning
695,Goal Setting,2021,Lesson Planning for Skills-Based Health Education,10.5040/9781718215535.ch-007,https://doi.org/10.5040/9781718215535.ch-007,other,Human Kinetics,disappearing goal planning,robotics,1,disappearing goal planning
696,Using Goal Directed Techniques for Journey Planning with Multi-criteria Range Queries in Public Transit,2021,Proceedings of the 10th International Conference on Operations Research and Enterprise Systems,10.5220/0010235303470357,https://doi.org/10.5220/0010235303470357,proceedings-article,SCITEPRESS - Science and Technology Publications,disappearing goal planning,robotics,1,disappearing goal planning
697,Using Goal Directed Techniques for Journey Planning with Multi-criteria Range Queries in Public Transit,2021,Proceedings of the 10th International Conference on Operations Research and Enterprise Systems,10.5220/0010235300002859,https://doi.org/10.5220/0010235300002859,proceedings-article,SCITEPRESS - Science and Technology Publications,disappearing goal planning,robotics,1,disappearing goal planning
698,Urban Social Hauntings: Disappearing Gravestone Murals in Gentrifying Brooklyn,2021,Environment and Planning D: Society and Space,10.1177/02637758211059539,https://doi.org/10.1177/02637758211059539,journal-article,SAGE Publications,disappearing goal planning,robotics,1,disappearing goal planning
699,"Modeling, learning, perception, and control methods for deformable object manipulation",2021,Science Robotics,10.1126/scirobotics.abd8803,https://doi.org/10.1126/scirobotics.abd8803,journal-article,American Association for the Advancement of Science (AAAS),object permanence robot manipulation,robotics,1,object permanence robot manipulation
700,Primate Object Permanence,2021,Encyclopedia of Evolutionary Psychological Science,10.1007/978-3-319-19650-3_304025,https://doi.org/10.1007/978-3-319-19650-3_304025,book-chapter,Springer International Publishing,object permanence robot manipulation,robotics,1,object permanence robot manipulation
701,Binary Neural Network in Robotic Manipulation: Flexible Object Manipulation for Humanoid Robot Using Partially Binarized Auto-Encoder on FPGA,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros51168.2021.9636825,https://doi.org/10.1109/iros51168.2021.9636825,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
702,Dynamics Learning With Object-Centric Interaction Networks for Robot Manipulation,2021,IEEE Access,10.1109/access.2021.3077117,https://doi.org/10.1109/access.2021.3077117,journal-article,Institute of Electrical and Electronics Engineers (IEEE),object permanence robot manipulation,robotics,1,object permanence robot manipulation
703,"Robotic surfaces with reversible, spatiotemporal control for shape morphing and object manipulation",2021,Science Robotics,10.1126/scirobotics.abf5116,https://doi.org/10.1126/scirobotics.abf5116,journal-article,American Association for the Advancement of Science (AAAS),object permanence robot manipulation,robotics,1,object permanence robot manipulation
704,Underwater Suction Gripper for Object Manipulation with an Underwater Robot,2021,2021 IEEE International Conference on Mechatronics (ICM),10.1109/icm46511.2021.9385703,https://doi.org/10.1109/icm46511.2021.9385703,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
705,Object Permanence,2021,Encyclopedia of Autism Spectrum Disorders,10.1007/978-3-319-91280-6_290,https://doi.org/10.1007/978-3-319-91280-6_290,book-chapter,Springer International Publishing,object permanence robot manipulation,robotics,1,object permanence robot manipulation
706,Object Permanence,2021,Encyclopedia of Evolutionary Psychological Science,10.1007/978-3-319-19650-3_2373,https://doi.org/10.1007/978-3-319-19650-3_2373,book-chapter,Springer International Publishing,object permanence robot manipulation,robotics,1,object permanence robot manipulation
707,Learning where to trust unreliable models in an unstructured world for deformable object manipulation,2021,Science Robotics,10.1126/scirobotics.abd8170,https://doi.org/10.1126/scirobotics.abd8170,journal-article,American Association for the Advancement of Science (AAAS),object permanence robot manipulation,robotics,1,object permanence robot manipulation
708,"Robot gripper with high speed, in-hand object manipulation capabilities",2021,Procedia CIRP,10.1016/j.procir.2020.08.007,https://doi.org/10.1016/j.procir.2020.08.007,journal-article,Elsevier BV,object permanence robot manipulation,robotics,1,object permanence robot manipulation
